Customer ID,Monetary,Frequency,Recency,R_Score,F_Score,M_Score,RFM_Score,Segment
12580.0,1052.9,58,247,2,3,3,233,At Risk
12581.0,197.71,15,40,4,1,1,411,Need Attention
12582.0,1980.4,103,239,2,4,4,244,At Risk
12583.0,13591.58,446,3,5,5,5,555,Champions
12584.0,2338.15,96,4,5,4,4,544,Champions
12585.0,2040.1,87,234,2,4,4,244,At Risk
12586.0,2062.67,94,17,5,4,4,544,Champions
12587.0,144.0,4,8,5,1,1,511,New Customers
12588.0,958.78,46,39,4,3,3,433,Potential Loyalists
12589.0,4695.66,180,29,4,5,5,455,Champions
12590.0,9864.26,68,211,2,3,5,235,At Risk
12591.0,1338.95,68,317,2,3,4,234,At Risk
12592.0,2582.66,81,92,3,4,4,344,Loyal Customers
12593.0,418.09999999999997,21,109,3,2,2,322,Need Attention
12594.0,5090.110000000001,199,38,4,5,5,455,Champions
12595.0,299.02,19,505,1,2,2,122,Lost Customers
12596.0,618.27,27,51,4,2,3,423,Potential Loyalists
12597.0,3811.22,206,19,5,5,5,555,Champions
12598.0,4534.09,206,10,5,5,5,555,Champions
12599.0,2296.72,133,29,4,4,4,444,Champions
12600.0,4967.42,130,29,4,4,5,445,Champions
12601.0,681.26,34,190,2,2,3,223,Lost Customers
12602.0,153.12,12,59,4,1,1,411,Need Attention
12603.0,739.1999999999999,2,22,4,1,3,413,Need Attention
12604.0,254.18,16,79,3,1,1,311,Need Attention
12605.0,1232.95,76,376,2,4,4,244,At Risk
12606.0,21.0,1,682,1,1,1,111,Lost Customers
12607.0,1579.51,101,60,3,4,4,344,Loyal Customers
12608.0,415.79,16,405,2,1,2,212,Lost Customers
12609.0,3435.86,175,78,3,5,5,355,Loyal Customers
12610.0,2099.54,106,23,4,4,4,444,Champions
12611.0,1193.32,65,52,4,3,3,433,Potential Loyalists
12612.0,704.0400000000001,19,74,3,2,3,323,Need Attention
12613.0,6817.37,326,57,4,5,5,455,Champions
12614.0,315.6,20,278,2,2,2,222,Lost Customers
12615.0,5740.98,270,2,5,5,5,555,Champions
12616.0,1131.1,54,95,3,3,3,333,Need Attention
12617.0,352.98,41,29,4,3,2,432,Potential Loyalists
12618.0,177.31,11,22,4,1,1,411,Need Attention
12619.0,3781.38,100,16,5,4,5,545,Champions
12620.0,1339.41,92,15,5,4,4,544,Champions
12621.0,24311.2,756,2,5,5,5,555,Champions
12622.0,180.1,11,232,2,1,1,211,Lost Customers
12623.0,3747.84,173,276,2,4,5,245,At Risk
12624.0,641.13,38,106,3,3,3,333,Need Attention
12625.0,5164.88,183,212,2,5,5,255,At Risk
12626.0,6620.48,294,23,4,5,5,455,Champions
12627.0,4478.53,230,11,5,5,5,555,Champions
12628.0,786.46,41,4,5,3,3,533,Potential Loyalists
12629.0,1558.22,45,386,2,3,4,234,At Risk
12630.0,1270.88,64,10,5,3,4,534,Potential Loyalists
12631.0,3481.57,183,57,4,5,5,455,Champions
12632.0,804.88,35,521,1,2,3,123,Lost Customers
12633.0,5678.16,306,59,4,5,5,455,Champions
12634.0,490.0,20,536,1,2,2,122,Lost Customers
12635.0,2930.41,179,90,3,5,5,355,Loyal Customers
12636.0,141.0,1,739,1,1,1,111,Lost Customers
12637.0,8283.81,614,67,3,5,5,355,Loyal Customers
12638.0,921.49,48,33,4,3,3,433,Potential Loyalists
12639.0,1312.37,64,239,2,3,4,234,At Risk
12640.0,1174.58,53,24,4,3,3,433,Potential Loyalists
12641.0,185.9,10,115,3,1,1,311,Need Attention
12642.0,1013.26,47,25,4,3,3,433,Potential Loyalists
12643.0,8304.82,51,128,3,3,5,335,Need Attention
12644.0,1918.49,111,130,3,4,4,344,Loyal Customers
12645.0,3539.3,160,34,4,4,5,445,Champions
12646.0,1346.97,45,5,5,3,4,534,Potential Loyalists
12647.0,16955.55,515,22,4,5,5,455,Champions
12648.0,1112.0,65,155,3,3,3,333,Need Attention
12649.0,2294.65,118,107,3,4,4,344,Loyal Customers
12650.0,314.44,20,3,5,2,2,522,Potential Loyalists
12651.0,377.75,30,335,2,2,2,222,Lost Customers
12652.0,1017.03,51,331,2,3,3,233,At Risk
12653.0,4160.83,86,149,3,4,5,345,Loyal Customers
12654.0,601.98,38,11,5,3,2,532,Potential Loyalists
12655.0,261.35,16,424,1,1,1,111,Lost Customers
12656.0,6407.83,247,17,5,5,5,555,Champions
12657.0,1643.18,47,11,5,3,4,534,Potential Loyalists
12658.0,686.05,36,19,5,2,3,523,Potential Loyalists
12659.0,91.68,5,30,4,1,1,411,Need Attention
12660.0,245.1,13,11,5,1,1,511,New Customers
12661.0,162.0,11,436,1,1,1,111,Lost Customers
12662.0,6726.54,391,1,5,5,5,555,Champions
12663.0,239.4,10,625,1,1,1,111,Lost Customers
12664.0,6070.04,45,8,5,3,5,535,Potential Loyalists
12665.0,313.6,17,325,2,2,2,222,Lost Customers
12666.0,1248.42,31,394,2,2,4,224,Lost Customers
12667.0,620.13,33,58,4,2,3,423,Potential Loyalists
12668.0,11383.03,536,12,5,5,5,555,Champions
12669.0,2744.0299999999997,101,151,3,4,4,344,Loyal Customers
12670.0,3760.29,115,10,5,4,5,545,Champions
12671.0,2622.481,45,606,1,3,4,134,At Risk
12672.0,437.05,22,330,2,2,2,222,Lost Customers
12673.0,1230.02,74,5,5,3,4,534,Potential Loyalists
12674.0,1970.6,83,39,4,4,4,444,Champions
12675.0,957.25,112,554,1,4,3,143,At Risk
12676.0,2843.09,107,25,4,4,4,444,Champions
12677.0,395.1,21,555,1,2,2,122,Lost Customers
12678.0,34281.18,376,42,4,5,5,455,Champions
12679.0,1113.02,48,59,4,3,3,433,Potential Loyalists
12680.0,880.81,53,1,5,3,3,533,Potential Loyalists
12681.0,29834.76,1424,15,5,5,5,555,Champions
12682.0,22950.22,989,4,5,5,5,555,Champions
12683.0,11633.7,487,4,5,5,5,555,Champions
12684.0,2283.63,105,8,5,4,4,544,Champions
12685.0,2863.08,157,28,4,4,4,444,Champions
12686.0,89.14,7,372,2,1,1,211,Lost Customers
12687.0,2138.91,126,481,1,4,4,144,At Risk
12688.0,4873.8099999999995,171,114,3,4,5,345,Loyal Customers
12689.0,1247.61,72,26,4,3,4,434,Potential Loyalists
12690.0,389.01,16,206,2,1,2,212,Lost Customers
12691.0,1170.4,39,28,4,3,3,433,Potential Loyalists
12692.0,110.95,13,637,1,1,1,111,Lost Customers
12693.0,1703.02,79,127,3,4,4,344,Loyal Customers
12694.0,1843.35,83,70,3,4,4,344,Loyal Customers
12695.0,1407.1200000000001,59,7,5,3,4,534,Potential Loyalists
12696.0,851.91,49,435,1,3,3,133,At Risk
12697.0,957.59,41,29,4,3,3,433,Potential Loyalists
12698.0,339.75,16,590,1,1,2,112,Lost Customers
12699.0,638.11,41,418,1,3,3,133,At Risk
12700.0,4939.99,268,8,5,5,5,555,Champions
12701.0,2446.41,147,80,3,4,4,344,Loyal Customers
12702.0,219.0,12,20,4,1,1,411,Need Attention
12703.0,1006.53,74,71,3,3,3,333,Need Attention
12704.0,2340.84,88,7,5,4,4,544,Champions
12705.0,11762.1,599,15,5,5,5,555,Champions
12707.0,603.42,33,292,2,2,2,222,Lost Customers
12708.0,5117.66,296,30,4,5,5,455,Champions
12709.0,30291.76,490,15,5,5,5,555,Champions
12710.0,1149.02,77,97,3,4,3,343,Loyal Customers
12711.0,1339.05,60,612,1,3,4,134,At Risk
12712.0,6723.03,256,29,4,5,5,455,Champions
12713.0,848.55,38,1,5,3,3,533,Potential Loyalists
12714.0,14093.71,696,9,5,5,5,555,Champions
12715.0,343.36,20,106,3,2,2,322,Need Attention
12716.0,1053.49,69,4,5,3,3,533,Potential Loyalists
12717.0,1308.91,71,151,3,3,4,334,Need Attention
12718.0,238.25,19,71,3,2,1,321,Need Attention
12719.0,644.95,39,5,5,3,3,533,Potential Loyalists
12720.0,7787.28,479,3,5,5,5,555,Champions
12721.0,4013.08,239,32,4,5,5,455,Champions
12722.0,997.63,53,85,3,3,3,333,Need Attention
12723.0,725.07,69,4,5,3,3,533,Potential Loyalists
12724.0,2317.52,129,5,5,4,4,544,Champions
12725.0,2266.76,106,371,2,4,4,244,At Risk
12726.0,4014.6,179,28,4,5,5,455,Champions
12727.0,5679.53,203,11,5,5,5,555,Champions
12728.0,1070.17,61,71,3,3,3,333,Need Attention
12729.0,453.01,26,114,3,2,2,322,Need Attention
12730.0,829.25,47,522,1,3,3,133,At Risk
12731.0,25775.71,393,24,4,5,5,455,Champions
12732.0,236.26000000000002,12,180,3,1,1,311,Need Attention
12733.0,2424.87,157,234,2,4,4,244,At Risk
12734.0,639.65,19,353,2,2,3,223,Lost Customers
12735.0,779.5699999999999,43,315,2,3,3,233,At Risk
12736.0,234.0,4,333,2,1,1,211,Lost Customers
12737.0,3710.5,2,499,1,1,5,115,Lost Customers
12738.0,155.35,11,372,2,1,1,211,Lost Customers
12739.0,2726.73,89,78,3,4,4,344,Loyal Customers
12740.0,427.6,27,64,3,2,2,322,Need Attention
12741.0,406.07,16,529,1,1,2,112,Lost Customers
12742.0,1201.52,67,626,1,3,3,133,At Risk
12743.0,540.13,131,134,3,4,2,342,Loyal Customers
12744.0,25317.06,339,52,4,5,5,455,Champions
12745.0,925.41,23,487,1,2,3,123,Lost Customers
12746.0,254.55,17,541,1,2,1,121,Lost Customers
12747.0,8898.48,249,2,5,5,5,555,Champions
12748.0,53539.64,6585,1,5,5,5,555,Champions
12749.0,6897.36,338,4,5,5,5,555,Champions
12750.0,275.88,15,129,3,1,1,311,Need Attention
12751.0,268.27,62,445,1,3,1,131,At Risk
12752.0,4366.78,53,81,3,3,5,335,Need Attention
12753.0,21429.39,197,23,4,5,5,455,Champions
12754.0,3010.74,63,236,2,3,5,235,At Risk
12755.0,5236.259999999999,63,281,2,3,5,235,At Risk
12756.0,112.07999999999998,4,87,3,1,1,311,Need Attention
12757.0,7834.650000000001,364,16,5,5,5,555,Champions
12758.0,9903.24,313,117,3,5,5,355,Loyal Customers
12759.0,5020.74,302,52,4,5,5,455,Champions
12760.0,347.8,21,456,1,2,2,122,Lost Customers
12761.0,782.95,27,458,1,2,3,123,Lost Customers
12762.0,1898.52,69,8,5,3,4,534,Potential Loyalists
12763.0,494.08,18,138,3,2,2,322,Need Attention
12764.0,1693.88,45,317,2,3,4,234,At Risk
12765.0,1404.58,68,472,1,3,4,134,At Risk
12766.0,8918.99,402,4,5,5,5,555,Champions
12767.0,949.82,43,376,2,3,3,233,At Risk
12768.0,168.69000000000003,10,451,1,1,1,111,Lost Customers
12769.0,1143.6,32,239,2,2,3,223,Lost Customers
12770.0,3246.45,28,211,2,2,5,225,Lost Customers
12771.0,282.3,15,486,1,1,1,111,Lost Customers
12772.0,892.47,55,60,3,3,3,333,Need Attention
12773.0,124.25,6,564,1,1,1,111,Lost Customers
12774.0,98.7,6,536,1,1,1,111,Lost Customers
12775.0,1686.12,81,17,5,4,4,544,Champions
12776.0,55.5,4,668,1,1,1,111,Lost Customers
12777.0,519.45,26,458,1,2,2,122,Lost Customers
12778.0,1775.68,114,20,4,4,4,444,Champions
12779.0,6474.11,269,38,4,5,5,455,Champions
12780.0,337.4,20,599,1,2,2,122,Lost Customers
12781.0,826.74,25,64,3,2,3,323,Need Attention
12782.0,4618.24,227,5,5,5,5,555,Champions
12783.0,2225.91,84,2,5,4,4,544,Champions
12784.0,1763.15,129,9,5,4,4,544,Champions
12785.0,1100.4,56,364,2,3,3,233,At Risk
12786.0,728.5,18,610,1,2,3,123,Lost Customers
12787.0,862.18,44,10,5,3,3,533,Potential Loyalists
12788.0,444.9,26,463,1,2,2,122,Lost Customers
12789.0,273.35,8,65,3,1,1,311,Need Attention
12790.0,591.85,37,192,2,2,2,222,Lost Customers
12791.0,863.51,28,374,2,2,3,223,Lost Customers
12792.0,827.01,47,257,2,3,3,233,At Risk
12793.0,885.53,44,335,2,3,3,233,At Risk
12794.0,860.41,45,53,4,3,3,433,Potential Loyalists
12795.0,430.48,14,19,5,1,2,512,New Customers
12796.0,381.0,7,628,1,1,2,112,Lost Customers
12797.0,552.08,30,366,2,2,2,222,Lost Customers
12798.0,8510.93,33,10,5,2,5,525,Potential Loyalists
12799.0,219.35,15,529,1,1,1,111,Lost Customers
12800.0,584.25,34,470,1,2,2,122,Lost Customers
12801.0,1071.82,50,501,1,3,3,133,At Risk
12802.0,2416.42,138,187,3,4,4,344,Loyal Customers
12803.0,1092.81,55,393,2,3,3,233,At Risk
12804.0,325.37,66,466,1,3,2,132,At Risk
12805.0,1434.95,58,382,2,3,4,234,At Risk
12806.0,2878.96,67,435,1,3,4,134,At Risk
12807.0,330.35,16,383,2,1,2,212,Lost Customers
12808.0,776.7,47,37,4,3,3,433,Potential Loyalists
12809.0,1755.94,81,178,3,4,4,344,Loyal Customers
12810.0,534.99,32,535,1,2,2,122,Lost Customers
12811.0,1033.9,56,261,2,3,3,233,At Risk
12812.0,229.64000000000001,15,45,4,1,1,411,Need Attention
12813.0,1687.8,45,502,1,3,4,134,At Risk
12814.0,125.92,2,102,3,1,1,311,Need Attention
12815.0,1063.46,47,148,3,3,3,333,Need Attention
12816.0,572.2,29,96,3,2,2,322,Need Attention
12817.0,690.98,25,281,2,2,3,223,Lost Customers
12818.0,1542.08,14,262,2,1,4,214,Lost Customers
12819.0,540.52,19,458,1,2,2,122,Lost Customers
12820.0,2689.52,159,3,5,4,4,544,Champions
12821.0,220.8,13,214,2,1,1,211,Lost Customers
12822.0,948.88,46,71,3,3,3,333,Need Attention
12823.0,6501.5,18,75,3,2,5,325,Need Attention
12824.0,397.12,25,60,3,2,2,322,Need Attention
12825.0,518.63,24,521,1,2,2,122,Lost Customers
12826.0,2800.75,157,3,5,4,4,544,Champions
12827.0,430.15000000000003,25,6,5,2,2,522,Potential Loyalists
12828.0,1018.71,56,3,5,3,3,533,Potential Loyalists
12829.0,385.3,19,337,2,2,2,222,Lost Customers
12830.0,6814.64,38,38,4,3,5,435,Potential Loyalists
12831.0,451.11,22,262,2,2,2,222,Lost Customers
12832.0,383.03,27,32,4,2,2,422,Potential Loyalists
12833.0,417.38,24,145,3,2,2,322,Need Attention
12834.0,312.38,18,283,2,2,2,222,Lost Customers
12835.0,5996.83,615,428,1,5,5,155,At Risk
12836.0,6559.7300000000005,411,59,4,5,5,455,Champions
12837.0,662.66,88,173,3,4,3,343,Loyal Customers
12838.0,2975.91,356,34,4,5,5,455,Champions
12839.0,9669.12,554,3,5,5,5,555,Champions
12840.0,4041.97,176,144,3,5,5,355,Loyal Customers
12841.0,6958.2,644,5,5,5,5,555,Champions
12842.0,1917.99,48,70,3,3,4,334,Need Attention
12843.0,6583.36,219,66,3,5,5,355,Loyal Customers
12844.0,648.6,103,29,4,4,3,443,Loyal Customers
